frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50,y_51,y_52,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31,X_32,X_33,X_34,X_35,X_36,X_37,X_38,X_39,X_40,X_41,X_42,X_43,X_44,X_45,X_46,X_47,X_48,X_49,X_50,X_51,X_52,X_53,X_54,X_55,X_56,X_57,X_58,X_59,X_60,X_61,X_62,X_63,X_64,X_65,X_66,X_67,Y_0,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,Y_21,Y_22,Y_23,Y_24,Y_25,Y_26,Y_27,Y_28,Y_29,Y_30,Y_31,Y_32,Y_33,Y_34,Y_35,Y_36,Y_37,Y_38,Y_39,Y_40,Y_41,Y_42,Y_43,Y_44,Y_45,Y_46,Y_47,Y_48,Y_49,Y_50,Y_51,Y_52,Y_53,Y_54,Y_55,Y_56,Y_57,Y_58,Y_59,Y_60,Y_61,Y_62,Y_63,Y_64,Y_65,Y_66,Y_67,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19,Z_20,Z_21,Z_22,Z_23,Z_24,Z_25,Z_26,Z_27,Z_28,Z_29,Z_30,Z_31,Z_32,Z_33,Z_34,Z_35,Z_36,Z_37,Z_38,Z_39,Z_40,Z_41,Z_42,Z_43,Z_44,Z_45,Z_46,Z_47,Z_48,Z_49,Z_50,Z_51,Z_52,Z_53,Z_54,Z_55,Z_56,Z_57,Z_58,Z_59,Z_60,Z_61,Z_62,Z_63,Z_64,Z_65,Z_66,Z_67,p_scale,p_rx,p_ry,p_rz,p_tx,p_ty,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,path
15,0.467133,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/image-00015.jpg
20,0.633967,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/image-00020.jpg
51,1.66833,0.983333,1,-0.385812,0.0173058,-0.922415,-0.487553,0.0181656,-0.872905,443.684,80.6153,1123.09,0.00910278,0.726871,0.0474831,559.002,557.684,557.421,557.943,558.893,560.454,562.029,563.708,568.909,577.029,586.892,596.165,603.333,608.034,610.917,613.138,615.076,554.085,555.521,557.865,560.497,563.221,571.347,577.932,585.04,591.754,596.98,566.608,564.179,561.581,559.03,558.408,560.408,562.505,565.797,569.053,556.952,558.503,561.527,563.961,560.923,557.905,577.608,581.192,585.347,589.418,585.142,580.998,558.27,557.994,559.821,561.862,564.696,570.628,578.284,570.862,564.893,561.85,559.554,558.145,559.176,560.197,562.261,565.096,575.83,565.137,562.219,560.165,262.098,270.374,278.716,287.094,295.085,302.379,308.445,313.4,315.246,314.759,311.805,307.49,301.306,293.18,283.933,274.552,265.116,251.982,247.69,246.394,247.048,249.28,249.249,247.305,247.315,249.547,254.205,258.148,263.004,267.772,272.794,279.065,280.169,281.026,280.453,279.906,259.954,257.568,257.773,260.764,261.641,261.562,261.322,258.502,258.89,261.44,262.753,262.605,292.389,289.142,287.467,288.425,287.772,289.991,293.382,296.765,297.853,297.958,297.556,296.053,292.406,291,291.364,291.25,293.216,293.38,293.444,293.013,434.504,431.06,429.937,430.244,430.14,429.195,426.086,421.531,426.235,439.698,459.183,477.267,490.371,498.613,503.694,507.914,512.12,412.523,411.373,410.981,410.977,412.069,421.52,432.423,444.849,456.458,465.901,415.528,408.647,401.346,394.279,401.257,402.883,404.74,409.93,415.246,413.795,413.505,416.735,419.178,415.308,412.081,435.81,440.805,446.871,453.86,445.902,439.86,408.769,401.597,401.069,403.199,407.084,418.168,434.637,419.03,407.679,403.506,401.031,402.611,408.684,402.527,404.591,408.453,430.092,408.683,404.628,402.675,48.25,66.2328,84.3145,102.362,119.132,133.561,144.353,151.886,153.524,151.46,145.319,136.391,123.546,106.905,88.1928,69.3274,50.4249,25.467,16.179,13.2813,14.4477,18.8173,18.446,14.4952,14.4601,18.8032,27.927,36.4996,46.0411,55.2933,64.9658,79.0042,80.7517,81.9981,80.5794,79.2669,41.9225,36.5969,36.752,42.673,44.7323,44.8971,42.7016,36.8715,37.459,42.4155,45.0622,44.9912,108.009,99.6763,95.2738,96.7246,95.005,99.2497,106.291,112.805,115.11,115.86,115.668,113.893,107.529,102.544,102.745,102.065,106.045,106.347,106.939,106.648,1159.94,1158.42,1156.94,1154.71,1148.92,1137.47,1120.42,1099.31,1083.91,1076.31,1075.14,1073.6,1070.59,1067.95,1066.44,1065.94,1066.6,1129.16,1117.74,1103.45,1088.95,1077.21,1059.55,1054.11,1050.15,1046.34,1044.44,1068.44,1063.25,1057.71,1052.41,1074.39,1067.98,1061.79,1058.21,1055.23,1116.15,1106.66,1098.56,1091.82,1098.1,1106.18,1063.95,1058.71,1053.48,1050.98,1052.16,1057.37,1095.27,1077.55,1066.3,1061.12,1056.51,1054.71,1057.8,1055.71,1057.04,1061.99,1067.62,1079.45,1090.05,1068.16,1062.68,1057.99,1058.64,1058.38,1063,1068.72,0.492261,-0.00164882,0.72197,0.0623407,570.218,278.175,4.80296,-15.3113,-8.41953,0.362229,0.691388,-10.9312,-0.8822,1.20921,-2.9492,1.34319,-4.58486,0.191953,-2.71955,-2.70889,-1.78497,-0.506912,-1.74898,-0.583952,-0.632328,-1.03802,-0.223477,-0.0118533,-0.109344,-0.636246,-0.764673,-0.411528,0.212417,-2.16434e-4,6.79072e-4,0.0188014,-5.35338e-5,0.0212982,0.0153529,-0.0160661,0.5246,0,0.2509,0,0.02541,0.8552,0.1277,0.7199,0,0.2581,1.666,0.7378,0.4061,1.051,0.3128,1.866,0.7175,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,/image-00051.jpg
107,3.53687,0.983333,1,-0.38356,-0.00238462,-0.923513,-0.499106,-0.00549477,-0.866523,447.034,106.825,1094.66,0.132321,0.681065,-0.0301101,563.443,563.362,564.056,564.928,565.956,567.613,569.288,571.292,577.311,586.423,597.16,606.535,613.233,616.999,618.833,620.046,621.096,557.379,558.819,561.955,565.245,568.659,577.782,584.317,591.416,598.202,603.605,573.067,570.888,568.575,566.398,565.631,567.688,569.939,573.314,576.609,561.144,562.974,566.262,569.118,565.846,562.56,584.674,588.007,592.275,596.474,592.323,588.14,565.24,565.692,567.938,570.267,573.427,579.268,586.585,579.423,573.598,570.172,567.648,565.771,566.238,568.364,570.717,573.982,583.92,573.784,570.452,568.171,272.133,281.374,290.543,299.562,308.124,315.872,322.345,327.669,329.558,328.774,324.877,319.79,313.06,304.783,295.674,286.459,277.099,264.275,260.12,259.164,260.454,263.298,263.859,261.882,261.681,263.561,268.052,271.654,277.485,283.251,289.234,294.093,295.459,296.599,295.92,295.077,271.419,269.157,269.545,272.93,273.675,273.374,274.182,271.241,271.655,274.358,275.727,275.501,306.633,304.379,303.294,304.393,303.757,305.508,308.126,311.187,312.296,312.39,311.875,310.301,306.79,306.566,307.065,306.925,308.072,307.846,307.977,307.45,432.633,432.655,434.121,435.341,434.991,433.58,429.955,425.669,431.873,447.242,468.582,486.759,498.729,504.514,506.49,507.561,509.072,405.725,403.934,404.912,406.072,408.359,420.465,430.779,442.714,454.139,464.283,414.428,408.415,402.033,396.09,403.661,405.176,407.202,412.301,417.526,408.233,408.519,412.217,415.948,411.537,407.832,436.268,440.386,446.555,454.028,446.555,440.521,411.221,405.611,406.044,408.765,413.261,424.222,439.81,425.003,414.015,408.997,406.12,406.485,411.333,407.651,410.303,415.072,434.818,414.584,409.644,407.24,68.3331,88.024,107.528,126.531,143.881,158.452,169.167,176.618,177.983,175.351,167.7,157.538,143.888,127.176,108.943,90.6794,72.3337,49.898,40.8771,38.4225,40.468,45.5962,46.0638,42.0219,41.4779,44.92,53.4635,61.5685,72.595,83.3669,94.4834,106.187,108.195,109.78,108.085,106.164,63.7656,58.6837,59.0464,65.4996,67.3253,67.1945,66.3737,60.34,60.8583,65.9669,68.672,68.5496,133.507,126.952,123.595,125.181,123.453,126.74,132.234,137.883,140.131,140.871,140.573,138.876,133.209,130.231,130.587,129.818,132.185,131.571,132.317,131.95,1129.73,1130.24,1130.21,1128.57,1122.03,1109.47,1091.38,1070.26,1055.78,1049.35,1049.65,1048.9,1046.27,1042.9,1039.56,1036.9,1035.81,1092.02,1079.33,1065.14,1051.07,1039.69,1025.67,1020.21,1016.32,1012.84,1012.5,1033.31,1028.84,1023.99,1019.5,1042.86,1036.41,1030.42,1026.82,1024.02,1078.2,1069.23,1061.71,1056.68,1062.1,1069.61,1031.57,1026.08,1021.34,1020,1021.13,1025.8,1064.42,1047.59,1037.38,1032.76,1028.67,1027.82,1031.18,1028.99,1029.72,1033.82,1039.02,1049.45,1059.56,1039.36,1034.44,1030.49,1031.61,1030.24,1034.08,1039.27,0.506724,0.126845,0.680987,-0.0138801,577.316,291.888,6.45376,-0.702358,-13.4133,-4.17146,0.268359,-0.868411,2.1683500000000002,1.59743,2.22924,3.23848,-2.37417,-0.358572,-0.559052,-0.847333,-1.02915,-1.13334,-0.409497,-0.86581,0.608636,-0.214796,-0.0136443,0.234887,-0.196196,-0.68886,-0.702797,-0.557896,0.109333,0.177018,0.0270554,0.0171422,0.00179657,0.0102965,-0.00237692,0.0137232,0.2216,0,0.9836,0.578,0,1.118,0.1504,0.4929,0,0,0.2504,0.6412,0,0,0.301,0.2739,0.03192,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,/image-00107.jpg
201,6.67333,0.983333,1,-0.3632,-0.0363799,-0.931001,-0.446756,0.0409001,-0.893721,460.9,126.621,1110.46,0.357665,0.76576,-0.623565,567.404,570.577,574.944,579.645,583.653,587.206,589.627,591.544,595.842,602.76,610.611,617.03,620.468,620.678,618.31,614.883,611.414,557.129,556.129,557.541,559.724,562.59,568.633,572.218,577.318,583.234,589.448,567.997,568.138,568.167,568.342,571.44,573.064,574.957,577.386,579.713,562.424,562.274,564.528,567.549,565.624,563.473,578.557,579.573,582.802,587.078,584.449,581.323,577.933,575.673,576.207,578.12,580.274,585.767,592.901,588.357,584.237,581.729,579.845,578.5,578.235,577.966,579.654,582.045,590.879,582.494,580.092,578.394,293.853,302.243,310.175,317.634,324.63,330.333,334.64,337.503,336.148,331.724,324.127,315.357,305.873,295.857,285.942,276.182,266.497,285.634,280.833,278.345,277.455,277.831,273.46,268.471,264.893,263.135,264.433,282.83,288.722,294.65,300.768,306.787,306.959,306.709,304.471,302.233,290.481,287.229,285.755,287.137,289.506,291.04,280.086,275.86,274.102,274.59,277.635,279.481,320.204,316.677,314.08,313.892,311.759,311.126,311.186,316.742,320.042,321.715,322.554,322.419,319.666,317.223,316.431,314.824,312.148,315.861,317.477,318.219,445.261,451.08,459.407,467.974,473.137,474.77,471.687,465.758,466.827,476.204,490.396,502.086,507.777,507.613,502.777,496.047,490.043,413.324,407.223,405.095,404.304,405.608,411.018,415.181,422.645,431.417,441.273,412.091,410.202,408.053,406.252,420.065,420.398,421.471,424.547,427.689,418.738,415.191,416.598,419.897,418.385,417.19,429.66,429.37,433.09,439.702,435.506,431.938,439.267,428.692,425.786,427.064,429.217,438.27,451.59,442.784,436.156,433.619,432.6,434.397,437.558,429.504,430.266,432.773,448.356,433.644,431.168,430.455,115.612,133.331,149.987,165.407,179.034,188.76,194.405,196.131,190.317,179.929,164.62,147.204,128.418,108.768,89.4216,70.4173,51.6458,95.6823,84.7809,78.6337,75.8198,75.7415,65.9172,55.7013,48.4129,44.7099,46.9902,84.8563,96.0214,107.126,118.494,132.684,132.118,130.799,125.91,121.142,104.427,96.9441,93.1968,95.3634,100.73,104.65,78.8041,70.1238,66.2877,66.9788,73.0242,77.0511,161.66,152.41,145.889,144.675,139.827,138.073,138.028,148.803,155.688,159.804,162.445,163.856,159.729,152.169,149.716,145.834,140.108,147.853,151.78,154.169,1140.5,1138,1135.46,1131.88,1123.86,1110.1,1091.27,1068.63,1051.56,1042.11,1039.55,1037.75,1035.66,1034.49,1034.03,1033.91,1035.49,1113.88,1103.04,1089.43,1075.42,1063.62,1046.59,1039.33,1033.19,1026.68,1021.7,1052.53,1047,1041.37,1035.9,1055.43,1048.21,1041.63,1037.51,1034.12,1098.96,1090.45,1082.09,1074.78,1080.94,1089.25,1044.38,1038.85,1032.66,1028.69,1030.8,1036.8,1070.79,1055.96,1046.21,1040.15,1035.17,1031.29,1030.08,1030.09,1033.31,1038.92,1045.37,1056.17,1065.15,1046.83,1040.63,1035.42,1031.66,1035.41,1040.74,1047.09,0.502602,0.373235,0.759649,-0.61377,580.864,300.654,-11.4238,-15.1472,-17.6156,-1.4885,-4.20065,-1.69757,3.15591,-3.23271,0.273248,1.50948,1.18442,-0.0104648,-1.29758,0.738473,-1.39398,0.57717,-1.04962,-0.12737,-1.03817,-0.59974,-0.728166,-0.229538,0.331721,-0.187074,0.259669,-0.0061313,-0.0869868,0.0819524,-0.0485196,0.0623945,0.0111738,8.99763e-4,0.0258485,0.00462921,0.9272,0.2852,0.145,0,0.6591,0.0243,0.3605,0.7089,0.09483,0,0,1.758,0.2401,0.6246,0.4849,0.01581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/image-00201.jpg
209,6.94027,0.0166667,0,0,0,-1,0,0,-1,463.504,136.186,1078.96,0.374746,0.338581,-0.278069,559.369,561.831,565.15,568.85,573.477,579.253,585.057,590.862,598.573,607.437,615.94,623.024,627.38,628.847,628.539,627.75,626.512,556.273,558.266,562.788,568.118,573.677,584.771,591.424,598.844,606.607,613.025,581.198,581.136,581,581.047,578.256,581.51,584.874,588.645,592.139,563.469,565.965,570.309,574.672,570.83,566.498,592.945,596.472,601.378,606.32,602.427,597.617,578.306,580.234,583.551,586.844,590.427,597.127,604.908,598.971,593.195,589.195,585.758,581.85,579.923,584.691,587.871,591.693,602.331,592.117,588.254,585.08,287.4,296.862,306.104,315.083,323.51,330.945,337.401,342.702,343.346,339.953,332.609,324.509,316.054,307.12,298.025,288.802,279.4,284.491,280.551,279.317,280.253,282.602,280.946,277.163,274.826,274.684,277.555,289.433,296.007,302.59,309.333,312.953,314.001,314.805,313.168,311.372,290.709,288.49,288.219,290.94,292.295,292.669,288.601,284.862,284.158,285.527,288.148,288.984,323.426,322.175,321.16,321.796,320.346,320.176,320.048,326.454,329.866,330.862,330.844,328.69,323.64,324.117,324.185,323.215,320.861,325.116,326.146,326.043,409.527,415.963,424.158,432.489,441.043,449.734,455.952,460.298,470.75,486.966,505.239,519.701,526.766,526.955,523.658,520.075,516.462,388.345,387.479,391.349,396.978,404.055,420.878,432.409,446.275,461.459,475.764,417.451,415.761,413.731,412.26,417.339,421.381,425.756,432.118,438.245,398.975,400.5,406.733,413.907,408.167,402,442.004,446.705,454.832,464.715,457.105,449.225,429.261,425.369,426.994,431.927,437.524,451.61,470.457,457.07,445.28,438.792,433.914,430.612,430.706,430.74,435.218,441.474,465.266,442.724,436.394,432.069,97.365,117.189,136.673,155.482,172.532,186.548,197.328,204.77,203.921,196.712,182.815,166.979,149.834,131.559,113.15,94.7925,76.351,88.0291,79.2502,75.8765,76.7805,80.5583,76.6704,69.4379,65.0718,64.9009,70.6143,93.2911,105.3,117.173,129.309,139.498,140.772,141.629,138.28,134.739,99.434,94.2898,93.2552,98.2176,101.243,102.533,92.2188,84.7458,83.2075,85.8918,90.785,92.6068,164.043,158.716,155.019,155.745,152.557,152.695,153.769,165.356,171.597,173.955,174.605,172.147,163.804,161.256,160.787,158.56,155.25,162.345,164.701,165.17,1091.25,1094.88,1098.38,1100.12,1097.56,1089.71,1076.28,1059.22,1048.25,1045.52,1048.72,1049.68,1046.62,1041.28,1035.95,1031.89,1029.49,1051.13,1038.24,1025.23,1013.34,1004.58,994.753,992.625,992.631,994.092,998.912,1002.59,998.811,994.546,990.801,1015.83,1010.6,1005.82,1004.01,1002.92,1041.71,1033.02,1027.43,1024.3,1028.5,1034.21,1008.03,1003.55,1001.04,1002.27,1001.69,1004.35,1044.61,1026.08,1014.71,1011.54,1008.71,1011.77,1020.51,1016.1,1014.41,1017.07,1021.08,1031.16,1040.42,1018.42,1014.65,1012.26,1019.98,1013.27,1015.68,1019.8,0.517412,0.396091,0.364029,-0.268191,588.569,307.039,4.66465,4.92405,-2.75398,1.8227,1.76145,-3.65041,-3.89789,-1.72675,0.174643,0.319413,-1.16249,1.21624,0.105524,-0.362956,-1.88984,1.05225,-0.183374,-0.0141206,0.244334,-0.769147,-0.271212,-0.38027300000000003,0.310091,-0.190786,-0.064116,-0.432868,-0.0810848,-0.00348387,-0.0699477,-0.0157121,-0.0425745,-0.00430308,0.00929263,0.00942407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/image-00209.jpg
240,7.97463,0.816667,1,-0.385723,-0.0128534,-0.922525,-0.488335,0.0178959,-0.872473,441.434,105.903,1144.84,0.299896,0.749793,-0.280648,552.248,553.243,555.271,557.856,560.163,562.434,564.248,566.161,570.884,578.417,587.74,596.188,602.31,605.345,606.19,605.773,605.1,544.321,544.534,546.434,548.595,551.03,559.23,564.727,571.08,577.528,583.605,556.769,555.787,554.543,553.431,554.765,556.566,558.569,561.186,563.755,548.962,549.507,552.17,555.104,552.637,549.974,567.84,569.987,573.96,578.558,574.945,571.079,558.037,557.588,558.687,560.368,562.349,567.565,574.219,568.515,564.089,561.846,560.058,558.745,558.581,559.722,561.334,563.44,571.909,563.208,561.039,559.471,274.149,282.461,290.501,298.241,305.501,312.004,317.362,321.885,322.908,321.376,316.963,311.408,304.342,295.869,286.569,277.115,267.514,265.183,261.589,260.636,261.289,263.091,261.726,258.662,257.095,257.573,260.537,270.798,276.881,282.931,289.099,293.754,294.698,295.252,294.172,292.973,272.578,269.958,269.811,272.776,274.202,274.478,271.195,267.457,267.01,268.94,271.337,271.974,305.874,303.818,302.318,302.961,301.952,302.812,303.888,307.355,308.919,309.352,309.256,308.354,305.849,305.349,305.421,304.925,304.251,304.734,305.135,304.98,426.15,428.317,432.614,437.796,440.838,441.457,438.711,434.946,438.66,450.864,469.259,485.469,496.29,500.656,500.855,498.39,496,397.715,393.748,392.77,392.09,392.704,402.327,410.73,421.354,432.167,443.315,401.727,398.411,394.425,390.836,401.304,402.767,404.735,408.454,412.281,403.305,400.911,403.234,407.192,404.422,402.064,421.676,423.652,429.23,437.507,431.016,425.622,415.112,408.587,407.316,408.996,411.308,421.012,434.613,423.079,415.163,412.422,410.738,411.605,414.167,410.182,411.584,414.153,430.314,413.519,410.782,409.529,75.6973,94.1132,111.884,128.87,144.258,157.023,166.169,172.756,172.457,167.98,158.583,146.775,131.783,114.008,94.7406,75.2627,55.6789,54.3375,46.0658,43.4751,44.2602,47.4687,43.8734,37.4406,34.1238,34.9122,40.717,62.8771,75.0496,87.0404,99.2071,110.758,112.076,112.618,109.981,107.186,69.531,63.3777,62.5533,68.4049,71.8031,72.9707,63.2891,55.394,54.186,57.9316,62.8386,64.4721,138.08,131.967,127.755,128.516,125.929,127.404,129.618,136.664,140.196,141.702,142.189,141.564,137.336,134.211,133.739,132.171,130.471,131.731,133.09,133.409,1177.61,1177.5,1176.96,1175.49,1170.02,1158.52,1141.09,1120.8,1105.05,1096.63,1094.64,1091.95,1088.08,1084.08,1080.79,1077.29,1075.07,1146.29,1133.55,1119.21,1104.47,1092.1,1072.81,1065.81,1060.47,1055.45,1053.24,1084.61,1081.05,1077.08,1073.42,1094.62,1088.54,1082.82,1078.56,1074.94,1133.86,1123.89,1114.73,1108.75,1115.31,1124.35,1077.83,1071.81,1065.76,1063.45,1065.29,1071.22,1113.57,1098.56,1089.08,1084.4,1079.85,1077.55,1077.81,1077.91,1080.68,1085.48,1090.71,1100.23,1107.99,1091.06,1086.02,1081.49,1078.79,1081.07,1085.5,1090.7,0.484085,0.299372,0.748687,-0.269154,565.169,289.167,2.43719,-19.7251,-24.4629,-1.49559,10.7332,-0.309001,3.07523,2.89089,0.791523,4.42746,-0.706214,-0.406877,0.602906,-2.69048,1.15258,-0.322154,0.431784,-0.933803,-0.747982,0.190679,0.785464,0.556535,-0.0373253,0.602295,-0.41309,0.0620597,-0.0805961,-0.137038,-0.0574508,0.0140716,0.00996177,0.041408,0.0683196,0.00897819,1.464,0.3555,0.3889,0,0.02584,1.185,0,0.32,0,0,0.9095,0.4747,0.5287,1.142,0.9183,1.076,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/image-00240.jpg
