frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,gold_code,timestamp_rounded,trial,phase,num_looks,condition
1195,0,39.84,0.98,1,-0.649374,0.045125,-0.759129,-0.732283,0.060423,-0.678314,-0.766,0.073,398.2,54.3,1094.2,0.026,0.984,-0.084,NA,39.8,NA,NA,NA,NA
1196,0,39.873,0.98,1,-0.643624,0.047069,-0.763893,-0.729072,0.062044,-0.681619,-0.76,0.075,399.8,53.9,1095.2,0.032,0.972,-0.089,NA,39.9,NA,NA,NA,NA
1197,0,39.907,0.98,1,-0.643702,0.05238,-0.763481,-0.728847,0.067412,-0.68135,-0.76,0.083,399.2,53.7,1092,0.044,0.971,-0.099,NA,39.9,NA,NA,NA,NA
1198,0,39.94,0.98,1,-0.648836,0.064354,-0.758202,-0.73422,0.07951,-0.67424,-0.768,0.1,397.2,53.5,1084.6,0.074,0.981,-0.118,NA,39.9,NA,NA,NA,NA
1199,0,39.973,0.98,1,-0.644577,0.069033,-0.761416,-0.730779,0.083536,-0.677484,-0.763,0.106,398.3,53.4,1085.4,0.083,0.972,-0.126,NA,40,NA,NA,NA,NA
1200,0,40.007,0.98,1,-0.641219,0.068241,-0.764317,-0.728203,0.082889,-0.680331,-0.759,0.104,398.8,53.3,1083.8,0.085,0.965,-0.129,NA,40,NA,NA,NA,NA
1201,0,40.04,0.98,1,-0.631405,0.074961,-0.771822,-0.71896,0.089142,-0.689311,-0.746,0.112,399.1,53.6,1079.3,0.09,0.948,-0.136,NA,40,NA,NA,NA,NA
1202,0,40.073,0.98,1,-0.627879,0.063661,-0.775703,-0.713852,0.078163,-0.695921,-0.739,0.096,402.8,54.2,1085.4,0.065,0.943,-0.121,NA,40.1,NA,NA,NA,NA
1203,0,40.107,0.98,1,-0.638627,0.056768,-0.76742,-0.72349,0.072987,-0.686466,-0.753,0.089,404.5,54.6,1086.7,0.055,0.966,-0.126,NA,40.1,NA,NA,NA,NA
1204,0,40.14,0.98,1,-0.63701700000000006,0.050298,-0.769207,-0.721529,0.066114,-0.68922,-0.75,0.08,405.3,54.6,1085.7,0.039,0.962,-0.118,NA,40.1,NA,NA,NA,NA
1205,0,40.173,0.98,1,-0.633255,0.052204,-0.77218,-0.717431,0.067014,-0.693399,-0.745,0.081,406.7,54.4,1089.4,0.041,0.953,-0.111,NA,40.2,NA,NA,NA,NA
1206,0,40.207,0.98,1,-0.633242,0.050926,-0.772277,-0.719036,0.065467,-0.691883,-0.746,0.079,409,54.3,1095.1,0.042,0.951,-0.112,NA,40.2,NA,NA,NA,NA
1207,0,40.24,0.98,1,-0.628826,0.045209,-0.776231,-0.716864,0.058301,-0.694771,-0.741,0.07,415.2,54.3,1111,0.044,0.938,-0.108,NA,40.2,NA,NA,NA,NA
1208,0,40.274,0.98,1,-0.629901,0.044983,-0.775372,-0.719481,0.058186,-0.692071,-0.744,0.07,417.1,54,1116.4,0.037,0.937,-0.095,NA,40.3,NA,NA,NA,NA
1209,0,40.307,0.98,1,-0.639999,0.039377,-0.767366,-0.727966,0.052942,-0.683566,-0.756,0.064,418.6,54.2,1120.1,0.032,0.956,-0.086,NA,40.3,NA,NA,NA,NA
1210,0,40.34,0.98,1,-0.63407,0.031202,-0.772646,-0.724464,0.043558,-0.687935,-0.749,0.051,419.2,54.1,1121.2,0.006,0.943,-0.061,NA,40.3,NA,NA,NA,NA
1211,0,40.374,0.98,1,-0.631996,0.024412,-0.774587,-0.724892,0.036721,-0.687883,-0.748,0.042,422.3,54,1128.3,-0.01,0.937,-0.043,NA,40.4,NA,NA,NA,NA
1212,0,40.407,0.98,1,-0.629049,0.022147,-0.77705,-0.72231,0.033782,-0.690744,-0.744,0.038,425.3,54,1136.2,-0.015,0.93,-0.04,NA,40.4,NA,NA,NA,NA
1213,0,40.44,0.98,1,-0.629703,0.017406,-0.776641,-0.719373,0.029047,-0.694017,-0.742,0.032,421.6,53.7,1125.4,-0.044,0.931,-0.02,NA,40.4,NA,NA,NA,NA
1214,0,40.474,0.98,1,-0.624996,0.016084,-0.780462,-0.712741,0.028134,-0.700863,-0.735,0.03,417,53.4,1109.7,-0.056,0.927,-0.023,NA,40.5,NA,NA,NA,NA
1215,0,40.507,0.92,1,-0.629109,0.020011,-0.777059,-0.711229,0.031436,-0.702257,-0.736,0.035,409.3,53.3,1088.3,-0.055,0.94,-0.028,NA,40.5,NA,NA,NA,NA
1216,0,40.541,0.92,1,-0.626889,0.031837,-0.778458,-0.71394,0.045554,-0.698723,-0.737,0.052,410.6,54.1,1088,-0.012,0.943,-0.066,NA,40.5,NA,NA,NA,NA
1217,0,40.574,0.92,1,-0.632977,0.037147,-0.773279,-0.718143,0.050307,-0.694075,-0.744,0.06,407,54.2,1076.6,-0.008,0.956,-0.068,NA,40.6,NA,NA,NA,NA
1218,0,40.607,0.92,1,-0.634543,0.036821,-0.77201,-0.721573,0.050121,-0.690522,-0.748,0.059,404.9,54.5,1070.1,-0.006,0.964,-0.069,NA,40.6,NA,NA,NA,NA
1219,0,40.641,0.92,1,-0.635386,0.034345,-0.771431,-0.72027,0.046354,-0.692144,-0.747,0.055,401.7,54.2,1061.8,-0.02,0.965,-0.049,NA,40.6,NA,NA,NA,NA
1220,0,40.674,0.92,1,-0.6325,0.043333000000000003,-0.773347,-0.721081,0.05482,-0.690679,-0.746,0.067,401.9,54.1,1061,0.001,0.963,-0.065,NA,40.7,NA,NA,NA,NA
1221,0,40.707,0.92,1,-0.632015,0.04388,-0.773713,-0.720787,0.054582,-0.691004,-0.746,0.067,401.5,53.9,1060.1,0.001,0.963,-0.06,NA,40.7,NA,NA,NA,NA
1222,0,40.741,0.92,1,-0.63087,0.050655,-0.774233,-0.719234,0.059306,-0.692232,-0.744,0.075,399.1,53.3,1054.5,0.012,0.962,-0.06,NA,40.7,NA,NA,NA,NA
1223,0,40.774,0.92,1,-0.637065,0.051551,-0.769084,-0.725651,0.060552,-0.685393,-0.753,0.077,398.7,53.7,1052.9,0.015,0.975,-0.062,NA,40.8,NA,NA,NA,NA
1224,0,40.807,0.92,1,-0.635043,0.050213,-0.770843,-0.723888,0.058213,-0.687458,-0.75,0.074,398.8,54,1054.2,0.009,0.971,-0.054,NA,40.8,NA,NA,NA,NA
1225,0,40.841,0.92,1,-0.638801,0.054405,-0.767446,-0.727051,0.062891,-0.683697,-0.755,0.081,399.2,54.3,1055.9,0.02,0.978,-0.058,NA,40.8,NA,NA,NA,NA
1226,0,40.874,0.92,1,-0.639305,0.051405,-0.767233,-0.7276,0.059133,-0.683449,-0.756,0.076,398.8,54.6,1054.9,0.01,0.979,-0.049,NA,40.9,NA,NA,NA,NA
1227,0,40.908,0.92,1,-0.641344,0.049053,-0.765684,-0.729225,0.056803,-0.681912,-0.758,0.073,399.5,55,1057.2,0.004,0.983,-0.042,NA,40.9,NA,NA,NA,NA
1228,0,40.941,0.92,1,-0.642899,0.048314,-0.764426,-0.731067,0.055186,-0.68007,-0.76,0.072,399.3,55.3,1056.4,0.003,0.983,-0.035,NA,40.9,NA,NA,NA,NA
1229,0,40.974,0.92,1,-0.642956,0.05324,-0.76405,-0.732638,0.060101,-0.67796,-0.762,0.078,400.3,55.6,1057.7,0.017,0.982,-0.045,NA,41,NA,NA,NA,NA
1230,0,41.008,0.92,1,-0.641102,0.049791,-0.765839,-0.730806,0.055873,-0.680294,-0.759,0.073,403.5,56.1,1065.9,0.015,0.977,-0.041,NA,41,NA,NA,NA,NA
1231,0,41.041,0.92,1,-0.640091,0.056036999999999997,-0.766253,-0.727941,0.062238,-0.682809,-0.757,0.081,406.4,56.9,1072.8,0.031,0.975,-0.051,NA,41,NA,NA,NA,NA
1232,0,41.074,0.92,1,-0.632245,0.061455,-0.772327,-0.722314,0.06635,-0.688375,-0.748,0.087,408.1,56.9,1076,0.043,0.959,-0.06,NA,41.1,NA,NA,NA,NA
1233,0,41.108,0.92,1,-0.634693,0.060848,-0.770365,-0.72558,0.065441,-0.685019,-0.752,0.087,409.3,57,1079.2,0.046,0.961,-0.062,NA,41.1,NA,NA,NA,NA
1234,0,41.141,0.92,1,-0.636294,0.060251,-0.769091,-0.726363,0.06386,-0.684338,-0.753,0.085,410.9,57.2,1084,0.042,0.962,-0.053,NA,41.1,NA,NA,NA,NA
1235,0,41.174,0.92,1,-0.629599,0.062508,-0.774401,-0.721431,0.066162,-0.689319,-0.745,0.088,411.4,57.1,1084.8,0.048,0.95,-0.058,NA,41.2,NA,NA,NA,NA
1236,0,41.208,0.92,1,-0.630852,0.058494,-0.773696,-0.721849,0.061041,-0.689354,-0.746,0.082,412.9,56.9,1089.3,0.035,0.949,-0.047,NA,41.2,NA,NA,NA,NA
1237,0,41.241,0.92,1,-0.628221,0.05496,-0.776091,-0.720933,0.056751,-0.690677,-0.744,0.076,415.7,57.3,1097.5,0.029,0.943,-0.037,NA,41.2,NA,NA,NA,NA
1238,0,41.275,0.92,1,-0.626405,0.056616,-0.777439,-0.719711,0.058036,-0.691844,-0.742,0.078,417.7,57.2,1102.9,0.03,0.938,-0.035,NA,41.3,NA,NA,NA,NA
1239,0,41.308,0.98,1,-0.620111,0.051079,-0.782849,-0.715957,0.051836,-0.696217,-0.735,0.069,420.2,57.1,1111,0.018,0.924,-0.022,NA,41.3,NA,NA,NA,NA
1240,0,41.341,0.92,1,-0.620511,0.049597,-0.782628,-0.716223,0.049198,-0.696136,-0.735,0.067,422.1,57,1116.2,0.016,0.923,-0.018,NA,41.3,NA,NA,NA,NA
1241,0,41.375,0.92,1,-0.621197,0.053519,-0.781825,-0.715576,0.053763,-0.696463,-0.735,0.072,421.4,57.2,1114.4,0.022,0.925,-0.021,NA,41.4,NA,NA,NA,NA
1242,0,41.408,0.92,1,-0.621748,0.050102,-0.781613,-0.716103,0.050268,-0.696182,-0.736,0.068,423,57.7,1117.8,0.012,0.925,-0.014,NA,41.4,NA,NA,NA,NA
1243,0,41.441,0.92,1,-0.62865,0.044671,-0.776404,-0.721393,0.046025,-0.690994,-0.744,0.062,428.3,58.9,1129.6,0.003,0.936,-0.008,NA,41.4,NA,NA,NA,NA
1244,0,41.475,0.92,1,-0.625781,0.047724,-0.778538,-0.718533,0.048683,-0.693787,-0.74,0.065,431,59.6,1133.3,0.005,0.929,-0.014,NA,41.5,NA,NA,NA,NA
1245,0,41.508,0.98,1,-0.586629,0.042382,-0.808746,-0.691159,0.042765,-0.721436,-0.696,0.056,434.8,59.7,1136.6,0.008,0.866,-0.027,NA,41.5,NA,NA,NA,NA
1246,0,41.542,0.98,1,-0.53211,0.058231,-0.844671,-0.651481,0.056245,-0.756577,-0.637,0.071,433.2,58.9,1128.6,0.038,0.774,-0.037,NA,41.5,NA,NA,NA,NA
1247,0,41.575,0.98,1,-0.517497,0.070932,-0.85274,-0.64103,0.068522,-0.764451,-0.622,0.086,432.9,58.5,1125.2,0.057,0.749,-0.042,NA,41.6,NA,NA,NA,NA
1248,0,41.608,0.98,1,-0.502632,0.07714,-0.861052,-0.628444,0.074485,-0.774281,-0.605,0.092,431.8,58.2,1119.8,0.066,0.727,-0.047,NA,41.6,NA,NA,NA,NA
1249,0,41.642,0.98,1,-0.509024,0.078531,-0.857163,-0.632528,0.076669,-0.770733,-0.612,0.095,430,58.3,1113.2,0.069,0.739,-0.055,NA,41.6,NA,NA,NA,NA
1250,0,41.675,0.98,1,-0.514893,0.075647,-0.85391,-0.636661,0.074578,-0.767529,-0.618,0.092,427.7,58.5,1106.3,0.064,0.751,-0.058,NA,41.7,NA,NA,NA,NA
1251,0,41.708,0.98,1,-0.5172,0.078434,-0.852263,-0.63754,0.078553,-0.766402,-0.62,0.097,425.2,58.7,1098.6,0.07,0.757,-0.066,NA,41.7,NA,NA,NA,NA
1252,0,41.742,0.98,1,-0.523917,0.086093,-0.847407,-0.643476,0.08664,-0.760547,-0.628,0.107,424.1,59,1095.8,0.085,0.77,-0.076,NA,41.7,NA,NA,NA,NA
1253,0,41.775,0.98,1,-0.523681,0.08829,-0.847327,-0.642709,0.089585,-0.760854,-0.627,0.11,423.6,59.4,1094.2,0.089,0.769,-0.081,NA,41.8,NA,NA,NA,NA
1254,0,41.808,0.98,1,-0.526971,0.086681,-0.845452,-0.644299,0.087423,-0.759761,-0.63,0.108,421.8,59.6,1089.8,0.087,0.775,-0.078,NA,41.8,NA,NA,NA,NA
1255,0,41.842,0.98,1,-0.526614,0.090048,-0.845322,-0.643955,0.092111,-0.759498,-0.63,0.113,422.2,59.8,1089.5,0.096,0.774,-0.084,NA,41.8,NA,NA,NA,NA
1256,0,41.875,0.98,1,-0.524502,0.091846,-0.846441,-0.641199,0.093086,-0.761708,-0.627,0.114,423.4,60.1,1092.6,0.098,0.77,-0.083,NA,41.9,NA,NA,NA,NA
1257,0,41.909,0.98,1,-0.521527,0.092431,-0.848214,-0.638087,0.09389,-0.764219,-0.623,0.115,423.1,60.1,1090.6,0.099,0.764,-0.083,NA,41.9,NA,NA,NA,NA
1258,0,41.942,0.98,1,-0.517742,0.091731,-0.85060500000000006,-0.634169,0.093244,-0.767551,-0.619,0.114,424.4,60.2,1093.4,0.099,0.757,-0.086,NA,41.9,NA,NA,NA,NA
1259,0,41.975,0.98,1,-0.520283,0.087573,-0.849492,-0.635802,0.088508,-0.76676,-0.621,0.109,425,60.2,1094.4,0.09,0.762,-0.079,NA,42,NA,NA,NA,NA
1260,0,42.009,0.98,1,-0.518936,0.088391,-0.850231,-0.63635,0.089293,-0.766215,-0.621,0.109,425.9,60.3,1096.7,0.089,0.758,-0.077,NA,42,NA,NA,NA,NA
1261,0,42.042,0.98,1,-0.521042,0.089154,-0.848862,-0.637401,0.089602,-0.765305,-0.622,0.11,425.4,60.2,1094.9,0.089,0.761,-0.077,NA,42,NA,NA,NA,NA
1262,0,42.075,0.98,1,-0.5242,0.08795,-0.847042,-0.640494,0.088897,-0.762801,-0.626,0.109,425.1,60.4,1094.3,0.086,0.767,-0.074,NA,42.1,NA,NA,NA,NA
1263,0,42.109,0.98,1,-0.523335,0.085798,-0.847797,-0.640622,0.086861,-0.762927,-0.626,0.107,421.7,60.5,1085.1,0.082,0.767,-0.067,NA,42.1,NA,NA,NA,NA
1264,0,42.142,0.98,1,-0.526439,0.082213,-0.846229,-0.644743,0.084415,-0.759724,-0.63,0.103,419.6,60.9,1080.5,0.076,0.774,-0.06,NA,42.1,NA,NA,NA,NA
1265,0,42.175,0.98,1,-0.531837,0.080017,-0.843058,-0.650386,0.081926,-0.755173,-0.637,0.101,417.4,61.2,1075.7,0.07,0.785,-0.051,NA,42.2,NA,NA,NA,NA
1266,0,42.209,0.98,1,-0.52917,0.083357,-0.844412,-0.646682,0.084378,-0.758079,-0.633,0.104,416.6,61.2,1074.2,0.076,0.781,-0.05,NA,42.2,NA,NA,NA,NA
1267,0,42.242,0.92,1,-0.522505,0.083444,-0.848543,-0.641658,0.085664,-0.762192,-0.626,0.105,417.8,61.4,1077,0.078,0.769,-0.054,NA,42.2,NA,NA,NA,NA
1268,0,42.276,0.92,1,-0.523469,0.082052,-0.848085,-0.642482,0.083555,-0.761732,-0.627,0.103,417,61.4,1075.9,0.076,0.771,-0.049,NA,42.3,NA,NA,NA,NA
1269,0,42.309,0.88,1,-0.517787,0.083837,-0.851392,-0.63726,0.08539,-0.765903,-0.62,0.104,416.2,61.5,1073.7,0.08,0.761,-0.051,NA,42.3,NA,NA,NA,NA
1270,0,42.342,0.98,1,-0.501873,0.089092,-0.860341,-0.624184,0.090912,-0.77597,-0.603,0.11,415.8,61.3,1073,0.087,0.735,-0.054,NA,42.3,NA,NA,NA,NA
1271,0,42.376,0.92,1,-0.499586,0.095544,-0.860979,-0.622108,0.096406,-0.776974,-0.6,0.117,415.2,61.4,1072.2,0.095,0.73,-0.051,NA,42.4,NA,NA,NA,NA
1272,0,42.409,0.98,1,-0.484676,0.101597,-0.868773,-0.609731,0.101512,-0.786081,-0.584,0.122,412.7,61,1066.8,0.103,0.706,-0.05,NA,42.4,NA,NA,NA,NA
1273,0,42.442,0.98,1,-0.478379,0.108587,-0.871414,-0.604523,0.108025,-0.789229,-0.578,0.13,413.6,61,1068.8,0.114,0.694,-0.053,NA,42.4,NA,NA,NA,NA
1274,0,42.476,0.98,1,-0.477614,0.109566,-0.871711,-0.603155,0.10865,-0.790189,-0.577,0.131,412.4,61,1066.4,0.116,0.693,-0.052,NA,42.5,NA,NA,NA,NA
1275,0,42.509,0.98,1,-0.475876,0.106865,-0.872996,-0.601607,0.10553,-0.791791,-0.574,0.127,413.6,61.3,1069.2,0.111,0.69,-0.05,NA,42.5,NA,NA,NA,NA
1276,0,42.543,0.98,1,-0.473089,0.110604,-0.874045,-0.599839,0.108882,-0.792678,-0.572,0.131,413.1,61.3,1068.4,0.118,0.686,-0.052,NA,42.5,NA,NA,NA,NA
1277,0,42.576,0.98,1,-0.472229,0.106909,-0.874969,-0.598085,0.105164,-0.794503,-0.57,0.126,414.8,61.7,1072.2,0.11,0.684,-0.049,NA,42.6,NA,NA,NA,NA
1278,0,42.609,0.98,1,-0.473206,0.107416,-0.874379,-0.598811,0.105798,-0.793872,-0.571,0.127,414.5,61.6,1071.8,0.112,0.686,-0.051,NA,42.6,NA,NA,NA,NA
1279,0,42.643,0.98,1,-0.477974,0.107063,-0.871824,-0.602268,0.106156,-0.791204,-0.576,0.128,415.9,61.9,1075.2,0.115,0.692,-0.05,NA,42.6,NA,NA,NA,NA
1280,0,42.676,0.98,1,-0.474694,0.109674,-0.873291,-0.600573,0.107824,-0.792267,-0.573,0.13,415,61.9,1073.5,0.115,0.688,-0.049,NA,42.7,NA,NA,NA,NA
1281,0,42.709,0.98,1,-0.473717,0.113685,-0.873308,-0.599216,0.112121,-0.792697,-0.572,0.135,415.5,62.1,1074.1,0.124,0.687,-0.054,NA,42.7,NA,NA,NA,NA
1282,0,42.743,0.98,1,-0.470949,0.119008,-0.874096,-0.597384,0.117354,-0.793323,-0.57,0.141,415.4,62.2,1074.1,0.133,0.683,-0.058,NA,42.7,NA,NA,NA,NA
1283,0,42.776,0.98,1,-0.471023,0.120897,-0.873797,-0.596595,0.120163,-0.793496,-0.57,0.144,415.4,62.4,1073.1,0.137,0.682,-0.064,NA,42.8,NA,NA,NA,NA
1284,0,42.809,0.98,1,-0.471006,0.120742,-0.873828,-0.597752,0.119606,-0.792709,-0.57,0.143,415.1,62.4,1072.9,0.135,0.683,-0.062,NA,42.8,NA,NA,NA,NA
1285,0,42.843,0.98,1,-0.471963,0.12129,-0.873235,-0.59814,0.119811,-0.792385,-0.571,0.144,414.4,62.5,1070.9,0.134,0.684,-0.062,NA,42.8,NA,NA,NA,NA
1286,0,42.876,0.98,1,-0.471936,0.12165,-0.8732,-0.598546,0.120343,-0.791998,-0.571,0.144,414.9,62.8,1071.9,0.136,0.684,-0.062,NA,42.9,NA,NA,NA,NA
1287,0,42.91,0.98,1,-0.47585,0.119753,-0.871336,-0.600927,0.118052,-0.790538,-0.575,0.142,414.8,63.1,1071.6,0.132,0.69,-0.059,NA,42.9,NA,NA,NA,NA
1288,0,42.943,0.98,1,-0.476363,0.119507,-0.871089,-0.601595,0.118388,-0.78998,-0.576,0.142,414.9,63.4,1072,0.135,0.69,-0.058,NA,42.9,NA,NA,NA,NA
1289,0,42.976,0.98,1,-0.473561,0.117222,-0.872925,-0.598129,0.115601,-0.793018,-0.572,0.139,414.8,63.6,1071.7,0.132,0.684,-0.053,NA,43,NA,NA,NA,NA
1290,0,43.01,0.98,1,-0.471535,0.1181,-0.873903,-0.597404,0.117195,-0.793331,-0.57,0.14,415.6,63.7,1073.2,0.134,0.681,-0.057,NA,43,NA,NA,NA,NA
1291,0,43.043,0.98,1,-0.468736,0.118902,-0.8753,-0.595678,0.118284,-0.794466,-0.568,0.141,415.8,63.6,1073.6,0.134,0.677,-0.056,NA,43,NA,NA,NA,NA
1292,0,43.076,0.98,1,-0.463178,0.122579,-0.877747,-0.589572,0.121939,-0.798458,-0.561,0.145,415.8,63.3,1073.2,0.14,0.668,-0.06,NA,43.1,NA,NA,NA,NA
1293,0,43.11,0.98,1,-0.460832,0.12606,-0.878489,-0.587952,0.126054,-0.799014,-0.559,0.149,415.4,63,1071.8,0.146,0.665,-0.067,NA,43.1,NA,NA,NA,NA
1294,0,43.143,0.98,1,-0.463607,0.120605,-0.877795,-0.59064,0.119587,-0.798025,-0.562,0.142,416.4,63,1074.6,0.134,0.668,-0.06,NA,43.1,NA,NA,NA,NA
1295,0,43.176,0.98,1,-0.46579,0.125866,-0.875898,-0.592701,0.125233,-0.795627,-0.565,0.149,415.4,62.9,1072,0.143,0.673,-0.064,NA,43.2,NA,NA,NA,NA
1296,0,43.21,0.98,1,-0.464905,0.118752,-0.87736,-0.591594,0.118235,-0.79752,-0.563,0.141,415,62.7,1070.9,0.134,0.67,-0.059,NA,43.2,NA,NA,NA,NA
1297,0,43.243,0.98,1,-0.469618,0.116455,-0.875156,-0.595452,0.11635,-0.794921,-0.568,0.139,415.1,62.8,1071.5,0.128,0.677,-0.055,NA,43.2,NA,NA,NA,NA
1298,0,43.277,0.98,1,-0.472465,0.116328,-0.873639,-0.59748,0.116277,-0.793409,-0.571,0.139,414.9,62.8,1071.6,0.129,0.683,-0.059,NA,43.3,p2,label,0,1a
1299,0,43.31,0.98,1,-0.468837,0.119717,-0.875134,-0.594536,0.11958,-0.795128,-0.567,0.142,414.8,62.6,1071.5,0.133,0.677,-0.062,NA,43.3,p2,label,0,1a
1300,0,43.343,0.98,1,-0.467084,0.119985,-0.876034,-0.592497,0.120528,-0.796505,-0.565,0.143,414.1,62.3,1070,0.135,0.674,-0.065,NA,43.3,p2,label,0,1a
1301,0,43.377,0.98,1,-0.473685,0.118916,-0.872629,-0.597595,0.120175,-0.792741,-0.572,0.143,413.8,62.3,1070,0.133,0.685,-0.07,NA,43.4,p2,label,0,1a
1302,0,43.41,0.98,1,-0.466823,0.115694,-0.87675,-0.592571,0.117608,-0.796887,-0.564,0.139,413.8,62.2,1070.4,0.131,0.674,-0.07,NA,43.4,p2,label,0,1a
1303,0,43.443,0.98,1,-0.469552,0.114029,-0.875511,-0.593901,0.115424,-0.796215,-0.567,0.136,414.2,62.3,1071.8,0.126,0.678,-0.07,NA,43.4,p2,label,0,1a
1304,0,43.477,0.98,1,-0.471933,0.118871,-0.873584,-0.596936,0.121713,-0.793003,-0.57,0.143,413.7,62.3,1071.4,0.135,0.683,-0.078,NA,43.5,p2,label,0,1a
1305,0,43.51,0.98,1,-0.472162,0.120657,-0.873215,-0.597378,0.123728,-0.792358,-0.571,0.146,413.1,62.5,1070.3,0.14,0.684,-0.079,NA,43.5,p2,label,0,1a
1306,0,43.544,0.98,1,-0.474261,0.121986,-0.871892,-0.597817,0.124717,-0.791871,-0.572,0.147,412.2,62.4,1068.5,0.14,0.687,-0.081,NA,43.5,p2,label,0,1a
1307,0,43.577,0.98,1,-0.475954,0.122327,-0.870921,-0.599817,0.125589,-0.790219,-0.575,0.148,412.4,62.7,1069.5,0.142,0.689,-0.083,NA,43.6,p2,label,0,1a
1308,0,43.61,0.98,1,-0.478274,0.120649,-0.869884,-0.602148,0.123976,-0.7887,-0.577,0.146,412.5,62.6,1069.9,0.14,0.694,-0.085,NA,43.6,p2,label,0,1a
1309,0,43.644,0.98,1,-0.478994,0.122521,-0.869226,-0.602369,0.126004,-0.78821,-0.578,0.149,411.7,62.5,1067.6,0.142,0.695,-0.086,NA,43.6,p2,label,0,1a
1310,0,43.677,0.98,1,-0.478713,0.118847,-0.86989,-0.602134,0.123278,-0.78882,-0.578,0.145,412.2,62.6,1069.2,0.139,0.694,-0.087,NA,43.7,p2,label,0,1a
1311,0,43.71,0.98,1,-0.475011,0.122593,-0.871399,-0.599916,0.127319,-0.789867,-0.574,0.149,411.5,62.5,1067.5,0.144,0.69,-0.09,NA,43.7,p2,label,0,1a
1312,0,43.744,0.98,1,-0.481376,0.125336,-0.867507,-0.604092,0.130022,-0.786236,-0.581,0.153,409.7,62.4,1063.3,0.149,0.702,-0.094,NA,43.7,p2,label,0,1a
1313,0,43.777,0.98,1,-0.47822,0.125216,-0.869268,-0.600944,0.130392,-0.788584,-0.577,0.153,410.1,62.5,1063.3,0.15,0.695,-0.101,NA,43.8,p2,label,0,1a
1314,0,43.81,0.98,1,-0.481802,0.129667,-0.866633,-0.602477,0.136448,-0.786386,-0.581,0.16,409.2,62.6,1060,0.159,0.703,-0.111,NA,43.8,p2,label,0,1a
1315,0,43.844,0.98,1,-0.485346,0.131481,-0.86438,-0.606267,0.139275,-0.782971,-0.585,0.163,407.3,62.8,1054.9,0.165,0.71,-0.121,NA,43.8,p2,label,0,1a
1316,0,43.877,0.98,1,-0.495706,0.129384,-0.858799,-0.615708,0.138573,-0.775694,-0.597,0.162,408.2,63.1,1056.8,0.165,0.73,-0.128,NA,43.9,p2,label,0,1a
1317,0,43.911,0.98,1,-0.499391,0.128434,-0.856804,-0.618267,0.138071,-0.773746,-0.601,0.162,406.5,63.1,1052.3,0.17,0.738,-0.136,NA,43.9,p2,label,0,1a
1318,0,43.944,0.98,1,-0.500353,0.127259,-0.856418,-0.621069,0.136633,-0.771754,-0.603,0.161,405.6,63,1050.1,0.168,0.741,-0.136,NA,43.9,p2,label,0,1a
1319,0,43.977,0.98,1,-0.512183,0.127819,-0.849312,-0.63053,0.137039,-0.763971,-0.616,0.163,405,62.9,1048.5,0.17,0.764,-0.142,NA,44,p2,label,0,1a
1320,0,44.011,0.98,1,-0.513649,0.122071,-0.849273,-0.63243,0.131675,-0.763344,-0.618,0.156,404.7,62.5,1048,0.159,0.767,-0.143,NA,44,p2,label,0,1a
1321,0,44.044,0.98,1,-0.517061,0.118769,-0.847668,-0.636125,0.129366,-0.760664,-0.622,0.153,405.2,61.8,1048.5,0.157,0.774,-0.152,NA,44,p2,label,0,1a
1322,0,44.077,0.98,1,-0.527641,0.101905,-0.843333,-0.646346,0.113475,-0.75456,-0.634,0.134,406.3,60.9,1051.2,0.131,0.793,-0.147,NA,44.1,p2,label,0,1a
1323,0,44.111,0.98,1,-0.527362,0.098946,-0.84386,-0.64686,0.11087,-0.754506,-0.634,0.131,405.7,60.4,1050,0.125,0.792,-0.149,NA,44.1,p2,label,0,1a
1324,0,44.144,0.98,1,-0.524532,0.100119,-0.845484,-0.644524,0.112333,-0.756287,-0.63,0.132,406.9,59.7,1053.8,0.127,0.788,-0.154,NA,44.1,p2,label,0,1a
1325,0,44.177,0.98,1,-0.52705,0.097185,-0.844259,-0.646096,0.109761,-0.755323,-0.633,0.129,406.7,59.6,1054.9,0.121,0.789,-0.151,NA,44.2,p2,label,0,1a
1326,0,44.211,0.98,1,-0.523289,0.100263,-0.846237,-0.642655,0.112196,-0.757897,-0.629,0.132,407.1,59.4,1057.8,0.128,0.782,-0.156,NA,44.2,p2,label,0,1a
1327,0,44.244,0.98,1,-0.523508,0.103913,-0.84566,-0.641396,0.115381,-0.758485,-0.628,0.136,408.6,59.4,1063.5,0.133,0.778,-0.157,NA,44.2,p2,label,0,1a
1328,0,44.278,0.98,1,-0.527936,0.099889,-0.84338900000000006,-0.645975,0.110413,-0.755331,-0.633,0.131,408.1,59.3,1064.5,0.125,0.785,-0.148,NA,44.3,p2,label,0,1a
1329,0,44.311,0.98,1,-0.530637,0.101546,-0.841495,-0.648785,0.110881,-0.75285,-0.637,0.132,407.8,59.2,1066.7,0.127,0.79,-0.144,NA,44.3,p2,label,0,1a
