frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,gold_code,timestamp_rounded,trial,phase,num_looks,condition
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
2,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
3,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.1,NA,NA,NA,NA
4,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.1,NA,NA,NA,NA
5,0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.1,NA,NA,NA,NA
6,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.2,NA,NA,NA,NA
7,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.2,NA,NA,NA,NA
8,0,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.2,NA,NA,NA,NA
9,0,0.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.3,NA,NA,NA,NA
10,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.3,NA,NA,NA,NA
11,0,0.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.3,NA,NA,NA,NA
12,0,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.4,NA,NA,NA,NA
13,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.4,NA,NA,NA,NA
14,0,0.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.4,NA,NA,NA,NA
15,0,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.5,NA,NA,NA,NA
16,0,0.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.5,NA,NA,NA,NA
17,0,0.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.5,NA,NA,NA,NA
18,0,0.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.6,NA,NA,NA,NA
19,0,0.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.6,NA,NA,NA,NA
20,0,0.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.6,NA,NA,NA,NA
21,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.7,NA,NA,NA,NA
22,0,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.7,NA,NA,NA,NA
23,0,0.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.7,NA,NA,NA,NA
24,0,0.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.8,NA,NA,NA,NA
25,0,0.801,0.85,1,-0.590272,0.104862,-0.800364,-0.698666,0.087616,-0.710063,-0.706,0.127,509.9,119.8,1287.2,0.169,0.88,-0.019,NA,0.8,NA,NA,NA,NA
26,0,0.834,0.82,1,-0.636749,0.089921,-0.76581,-0.735899,0.077407,-0.672652,-0.762,0.116,518.1,125.5,1303,0.165,0.959,-0.033,NA,0.8,NA,NA,NA,NA
27,0,0.868,0.92,1,-0.697967,0.072267,-0.712475,-0.779824,0.063593,-0.62276,-0.836,0.101,511.8,125.9,1286.5,0.137,1.08,-0.02,NA,0.9,NA,NA,NA,NA
28,0,0.901,0.92,1,-0.720789,0.078135,-0.688737,-0.797859,0.071939,-0.598537,-0.868,0.116,508.3,127,1272,0.19,1.133,-0.071,NA,0.9,NA,NA,NA,NA
29,0,0.934,0.92,1,-0.719624,0.063998,-0.691408,-0.794627,0.057628,-0.604357,-0.863,0.094,513.8,130.7,1280.1,0.14,1.129,-0.027,NA,0.9,NA,NA,NA,NA
30,0,0.968,0.02,0,0,0,0,0,0,0,0,0,550.5,137.8,1373.7,0.066,1.119,0.007,NA,1,NA,NA,NA,NA
31,0,1.001,0.82,1,-0.715932,0.064298,-0.695203,-0.794006,0.062706,-0.604667,-0.86,0.097,502.9,131,1243.1,0.158,1.123,-0.083,NA,1,NA,NA,NA,NA
32,0,1.034,0.02,0,0,0,0,0,0,0,0,0,500,131,1233.4,0.109,1.117,-0.035,NA,1,NA,NA,NA,NA
33,0,1.068,0.02,0,0,0,0,0,0,0,0,0,427.8,108.9,1045.5,-0.594,1.214,0.632,NA,1.1,NA,NA,NA,NA
34,0,1.101,0.02,0,0,0,0,0,0,0,0,0,468.8,114.1,1159.2,-0.996,1.059,0.944,NA,1.1,NA,NA,NA,NA
35,0,1.134,0.02,0,0,0,0,0,0,0,0,0,417,105.1,1038.2,-1.295,0.984,1.263,NA,1.1,NA,NA,NA,NA
36,0,1.168,0.02,0,0,0,0,0,0,0,0,0,452.5,120.6,1137.6,-1.066,0.827,1.104,NA,1.2,NA,NA,NA,NA
37,0,1.201,0.02,0,0,0,0,0,0,0,0,0,424.7,107.9,1086.4,-1.338,0.973,1.298,NA,1.2,NA,NA,NA,NA
38,0,1.235,0.02,0,0,0,0,0,0,0,0,0,440.9,117.7,1155,-1.137,1.001,1.105,NA,1.2,NA,NA,NA,NA
39,0,1.268,0.02,0,0,0,0,0,0,0,0,0,471.2,133.1,1235.9,-1.21,0.846,1.168,NA,1.3,NA,NA,NA,NA
40,0,1.301,0.02,0,0,0,0,0,0,0,0,0,498.2,141.7,1285.4,-1.169,0.784,1.286,NA,1.3,NA,NA,NA,NA
41,0,1.335,0.45,0,0,0,0,0,0,0,0,0,433.8,119.8,1105.2,-1.071,0.882,1.3,NA,1.3,NA,NA,NA,NA
42,0,1.368,0.02,0,0,0,0,0,0,0,0,0,479.5,141.4,1236.3,-1.164,0.697,1.374,NA,1.4,NA,NA,NA,NA
43,0,1.401,0.12,0,0,0,0,0,0,0,0,0,458.7,134.5,1177.5,-1.094,0.67,1.305,NA,1.4,NA,NA,NA,NA
44,0,1.435,0.92,1,-0.547854,0.080189,-0.832722,-0.665454,0.072619,-0.742898,-0.656,0.097,468.3,84.8,1168.1,0.062,0.8,-0.008,NA,1.4,NA,NA,NA,NA
45,0,1.468,0.92,1,-0.589349,0.021101,-0.807603,-0.700411,0.011452,-0.713648,-0.703,0.021,462.4,83.4,1155.2,-0.052,0.865,0.083,NA,1.5,NA,NA,NA,NA
46,0,1.502,0.88,1,-0.59817,0.002588,-0.801365,-0.70565,-0.008155,-0.708514,-0.712,-0.004,456.2,81.3,1141.7,-0.096,0.877,0.116,NA,1.5,NA,NA,NA,NA
47,0,1.535,0.98,1,-0.633892,-0.042188,-0.77227,-0.719415,-0.050039,-0.692775,-0.746,-0.063,456.6,82.4,1135.5,-0.191,0.943,0.209,NA,1.5,NA,NA,NA,NA
48,0,1.568,0.12,0,0,0,0,0,0,0,0,0,461.9,81.1,1144.8,-0.087,1.014,0.143,NA,1.6,NA,NA,NA,NA
49,0,1.602,0.62,0,0,0,0,0,0,0,0,0,426.5,72.9,1074.2,-0.102,1.164,0.136,NA,1.6,NA,NA,NA,NA
50,0,1.635,0.98,1,-0.731246,0.016816,-0.681906,-0.799335,0.019923,-0.600555,-0.873,0.029,436.5,77.6,1103.6,-0.077,1.113,0.088,NA,1.6,NA,NA,NA,NA
51,0,1.668,0.98,1,-0.715753,0.010425,-0.698276,-0.784141,0.013234,-0.620442,-0.85,0.018,443.7,80.6,1123.1,-0.095,1.101,0.094,NA,1.7,NA,NA,NA,NA
52,0,1.702,0.98,1,-0.708805,-0.016814,-0.705204,-0.779696,-0.013452,-0.626014,-0.841,-0.023,438.1,81.6,1109.7,-0.169,1.078,0.157,NA,1.7,NA,NA,NA,NA
53,0,1.735,0.98,1,-0.65478,-0.049922,-0.754169,-0.738809,-0.044634,-0.672435,-0.774,-0.066,445,84.2,1129,-0.192,0.966,0.139,NA,1.7,NA,NA,NA,NA
54,0,1.768,0.98,1,-0.61431,-0.035046,-0.788286,-0.713526,-0.032242,-0.699886,-0.729,-0.045,448.1,85.6,1135.1,-0.152,0.9,0.088,NA,1.8,NA,NA,NA,NA
55,0,1.802,0.98,1,-0.599127,-0.029588,-0.800107,-0.70517,-0.028343,-0.708471,-0.713,-0.038,455.6,87.3,1154.2,-0.124,0.873,0.068,NA,1.8,NA,NA,NA,NA
56,0,1.835,0.98,1,-0.600692,-0.020616,-0.799215,-0.702933,-0.019729,-0.710983,-0.712,-0.027,454.1,87.7,1150.6,-0.115,0.878,0.063,NA,1.8,NA,NA,NA,NA
57,0,1.869,0.98,1,-0.60045,-0.0148,-0.799525,-0.702586,-0.012976,-0.711481,-0.712,-0.018,452.4,89,1144.5,-0.103,0.875,0.048,NA,1.9,NA,NA,NA,NA
58,0,1.902,0.98,1,-0.597521,-0.016909,-0.801675,-0.701486,-0.015156,-0.712522,-0.709,-0.021,455.3,91.5,1150.8,-0.106,0.868,0.048,NA,1.9,NA,NA,NA,NA
59,0,1.935,0.98,1,-0.584332,-0.00452,-0.811502,-0.692605,0.001419,-0.721316,-0.695,-0.002,456.4,95.1,1147.4,-0.066,0.853,0.004,NA,1.9,NA,NA,NA,NA
60,0,1.969,0.98,1,-0.587651,-0.005986,-0.809092,-0.694299,1.64e-4,-0.719687,-0.698,-0.004,460.7,98.6,1156.3,-0.058,0.854,-0.007,NA,2,NA,NA,NA,NA
61,0,2.002,0.98,1,-0.582113,0.016939,-0.812931,-0.689716,0.024639,-0.723661,-0.691,0.027,466.3,104,1166.5,-0.004,0.847,-0.05,NA,2,NA,NA,NA,NA
62,0,2.035,0.88,1,-0.575982,0.063887,-0.814962,-0.683542,0.07111,-0.726439,-0.685,0.087,461.1,108.9,1149.7,0.09,0.843,-0.115,NA,2,NA,NA,NA,NA
63,0,2.069,0.92,1,-0.563467,0.094359,-0.820732,-0.671701,0.104141,-0.733466,-0.672,0.127,457.8,114,1137.2,0.148,0.831,-0.172,NA,2.1,NA,NA,NA,NA
64,0,2.102,0.98,1,-0.564715,0.096038,-0.819679,-0.673181,0.10759,-0.731609,-0.674,0.131,467.7,120,1160.1,0.163,0.828,-0.19,NA,2.1,NA,NA,NA,NA
65,0,2.135,0.98,1,-0.573151,0.095538,-0.813861,-0.680128,0.106068,-0.72538,-0.683,0.13,478.5,126.3,1188.8,0.165,0.844,-0.195,NA,2.1,NA,NA,NA,NA
66,0,2.169,0.98,1,-0.575717,0.094728,-0.812143,-0.682802,0.103462,-0.723241,-0.687,0.128,483.3,129.8,1200.5,0.162,0.846,-0.197,NA,2.2,NA,NA,NA,NA
67,0,2.202,0.98,1,-0.578622,0.097308,-0.80977,-0.683584,0.104659,-0.722329,-0.689,0.131,491.2,133.7,1221.8,0.166,0.85,-0.196,NA,2.2,NA,NA,NA,NA
68,0,2.236,0.98,1,-0.589646,0.094188,-0.802151,-0.693011,0.102975,-0.713535,-0.702,0.129,494,136,1230.2,0.167,0.868,-0.203,NA,2.2,NA,NA,NA,NA
69,0,2.269,0.98,1,-0.591362,0.094893,-0.800803,-0.692347,0.104649,-0.713936,-0.703,0.131,499.6,138.6,1244,0.169,0.872,-0.215,NA,2.3,NA,NA,NA,NA
70,0,2.302,0.98,1,-0.590394,0.091075,-0.80196,-0.690386,0.101923,-0.716225,-0.701,0.126,504,141,1255.6,0.165,0.872,-0.216,NA,2.3,NA,NA,NA,NA
71,0,2.336,0.88,1,-0.599154,0.095357,-0.794935,-0.697268,0.109688,-0.708368,-0.712,0.136,499,140.8,1240.4,0.185,0.892,-0.244,NA,2.3,NA,NA,NA,NA
72,0,2.369,0.88,1,-0.604027,0.11401,-0.788767,-0.705085,0.136427,-0.695875,-0.723,0.167,485.4,139,1202.1,0.239,0.909,-0.307,NA,2.4,NA,NA,NA,NA
73,0,2.402,0.85,1,-0.627901,0.113826,-0.769924,-0.721287,0.136717,-0.679009,-0.75,0.171,482.5,139.8,1195.1,0.232,0.959,-0.323,NA,2.4,NA,NA,NA,NA
74,0,2.436,0.85,1,-0.675773,0.124716,-0.726482,-0.757647,0.14852,-0.635541,-0.811,0.198,478.8,139.7,1185.6,0.298,1.054,-0.385,NA,2.4,NA,NA,NA,NA
75,0,2.469,0.92,1,-0.695505,0.130444,-0.706581,-0.771883,0.15411,-0.616803,-0.837,0.212,478.6,140.3,1181.6,0.348,1.099,-0.436,NA,2.5,NA,NA,NA,NA
76,0,2.503,0.92,1,-0.700061,0.134704,-0.701263,-0.774376,0.158195,-0.612631,-0.843,0.219,470.5,139.2,1161.6,0.378,1.104,-0.459,NA,2.5,NA,NA,NA,NA
77,0,2.536,0.92,1,-0.704421,0.145503,-0.694708,-0.776762,0.167996,-0.606975,-0.85,0.236,471.2,140.2,1162.1,0.411,1.115,-0.49,NA,2.5,NA,NA,NA,NA
78,0,2.569,0.92,1,-0.703703,0.148083,-0.694891,-0.773688,0.167798,-0.610943,-0.847,0.237,471.8,140,1163.5,0.412,1.106,-0.487,NA,2.6,NA,NA,NA,NA
79,0,2.603,0.85,1,-0.705828,0.151511,-0.691991,-0.775933,0.168124,-0.607999,-0.851,0.241,474.9,140.1,1173.7,0.411,1.113,-0.475,NA,2.6,NA,NA,NA,NA
80,0,2.636,0.98,1,-0.706231,0.133303,-0.695319,-0.778792,0.150294,-0.609011,-0.85,0.214,479.5,141.2,1185.6,0.366,1.112,-0.433,NA,2.6,NA,NA,NA,NA
81,0,2.669,0.98,1,-0.706526,0.119917,-0.697453,-0.780824,0.137256,-0.609487,-0.85,0.194,484.7,142.2,1200.9,0.318,1.102,-0.391,NA,2.7,NA,NA,NA,NA
82,0,2.703,0.85,1,-0.70381,0.116155,-0.700828,-0.779346,0.136775,-0.611484,-0.846,0.19,484.7,141.3,1199.5,0.318,1.093,-0.398,NA,2.7,NA,NA,NA,NA
83,0,2.736,0.92,1,-0.706051,0.11806,-0.69825,-0.780073,0.136936,-0.61052,-0.849,0.192,488.9,141.5,1209.4,0.329,1.098,-0.397,NA,2.7,NA,NA,NA,NA
84,0,2.769,0.85,1,-0.718097,0.129836,-0.683725,-0.78772,0.148964,-0.597751,-0.866,0.214,485.7,138.6,1201.6,0.384,1.118,-0.447,NA,2.8,NA,NA,NA,NA
85,0,2.803,0.85,1,-0.719864,0.145648,-0.678663,-0.788421,0.166618,-0.592141,-0.871,0.241,481.3,135.4,1188.1,0.454,1.132,-0.517,NA,2.8,NA,NA,NA,NA
86,0,2.836,0.85,1,-0.703532,0.141436,-0.696447,-0.774964,0.158633,-0.611773,-0.846,0.225,476.3,131.1,1175.3,0.404,1.111,-0.469,NA,2.8,NA,NA,NA,NA
87,0,2.87,0.85,1,-0.699027,0.134492,-0.702334,-0.774211,0.15249,-0.614284,-0.841,0.215,472.4,128.2,1164,0.383,1.113,-0.458,NA,2.9,NA,NA,NA,NA
88,0,2.903,0.85,1,-0.709993,0.12625,-0.692799,-0.781406,0.14246,-0.607544,-0.854,0.204,465.7,124.5,1148.3,0.361,1.125,-0.43,NA,2.9,NA,NA,NA,NA
89,0,2.936,0.85,1,-0.709463,0.094717,-0.698349,-0.780506,0.108056,-0.615739,-0.848,0.153,455.9,121,1127.6,0.222,1.124,-0.297,NA,2.9,NA,NA,NA,NA
90,0,2.97,0.85,1,-0.7007,0.088749,-0.707915,-0.773989,0.103207,-0.624731,-0.836,0.143,453,119.1,1121.6,0.203,1.111,-0.283,NA,3,NA,NA,NA,NA
91,0,3.003,0.82,1,-0.701542,0.069469,-0.709234,-0.773674,0.081071,-0.628376,-0.834,0.112,462.8,119.6,1148.8,0.136,1.092,-0.219,NA,3,NA,NA,NA,NA
92,0,3.036,0.82,1,-0.701811,0.058116,-0.709989,-0.775185,0.069334,-0.627918,-0.835,0.095,459.9,118.5,1141.8,0.101,1.097,-0.176,NA,3,NA,NA,NA,NA
93,0,3.07,0.82,1,-0.702097,0.063847,-0.709213,-0.776913,0.073282,-0.625328,-0.837,0.102,456,117.3,1131.9,0.113,1.101,-0.175,NA,3.1,NA,NA,NA,NA
94,0,3.103,0.82,1,-0.70749,0.079073,-0.702286,-0.785478,0.084911,-0.613037,-0.849,0.124,449.2,115.3,1114.1,0.154,1.108,-0.191,NA,3.1,NA,NA,NA,NA
95,0,3.136,0.82,1,-0.701481,0.085514,-0.70754,-0.78008,0.091361,-0.618973,-0.841,0.133,449.8,115.4,1112.5,0.176,1.099,-0.205,NA,3.1,NA,NA,NA,NA
96,0,3.17,0.82,1,-0.699259,0.081284,-0.710232,-0.779406,0.085694,-0.620631,-0.838,0.125,448.8,115.4,1108.9,0.162,1.094,-0.18,NA,3.2,NA,NA,NA,NA
97,0,3.203,0.98,1,-0.696103,0.075016,-0.714012,-0.781292,0.076879,-0.619413,-0.837,0.113,452.7,115.6,1120.3,0.139,1.073,-0.138,NA,3.2,NA,NA,NA,NA
98,0,3.237,0.98,1,-0.691543,0.066169,-0.719298,-0.781284,0.069282,-0.620319,-0.833,0.101,455.6,115.3,1127.9,0.136,1.065,-0.135,NA,3.2,NA,NA,NA,NA
99,0,3.27,0.98,1,-0.690675,0.070115,-0.719758,-0.779376,0.072269,-0.622375,-0.831,0.106,452.1,113.5,1117.7,0.135,1.067,-0.128,NA,3.3,NA,NA,NA,NA
100,0,3.303,0.98,1,-0.691489,0.064047,-0.719542,-0.778268,0.066117,-0.624442,-0.83,0.097,451.4,112.5,1114.5,0.117,1.07,-0.113,NA,3.3,NA,NA,NA,NA
101,0,3.337,0.98,1,-0.688775,0.060027,-0.722486,-0.774072,0.06055,-0.630196,-0.825,0.089,453,112.2,1116.7,0.097,1.063,-0.092,NA,3.3,NA,NA,NA,NA
102,0,3.37,0.98,1,-0.696511,0.058799,-0.715133,-0.781335,0.059127,-0.621304,-0.836,0.088,451.1,111.1,1111.4,0.1,1.077,-0.089,NA,3.4,NA,NA,NA,NA
103,0,3.403,0.98,1,-0.697387,0.050818,-0.714891,-0.781877,0.051618,-0.621292,-0.836,0.077,453.5,111.1,1117,0.078,1.075,-0.072,NA,3.4,NA,NA,NA,NA
104,0,3.437,0.98,1,-0.70086,0.050195,-0.711531,-0.785395,0.051345,-0.616862,-0.841,0.076,452.3,110.5,1114.5,0.076,1.086,-0.066,NA,3.4,NA,NA,NA,NA
105,0,3.47,0.98,1,-0.701167,0.045128,-0.711568,-0.785795,0.045671,-0.616799,-0.842,0.068,451.3,109.6,1111.3,0.059,1.086,-0.05,NA,3.5,NA,NA,NA,NA
106,0,3.504,0.98,1,-0.6994,0.049688,-0.713001,-0.782093,0.051071,-0.621065,-0.838,0.075,448.4,107.8,1101.9,0.073,1.08,-0.061,NA,3.5,NA,NA,NA,NA
107,0,3.537,0.98,1,-0.690274,0.048289,-0.721935,-0.7699,0.048968,-0.636283,-0.822,0.071,447,106.8,1094.7,0.068,1.067,-0.063,NA,3.5,NA,NA,NA,NA
108,0,3.57,0.82,1,-0.69495,0.042027,-0.717829,-0.77681,0.041618,-0.628358,-0.83,0.062,444.5,106.4,1088.7,0.043,1.077,-0.03,NA,3.6,NA,NA,NA,NA
109,0,3.604,0.98,1,-0.691937,0.048197,-0.720347,-0.774306,0.047224,-0.631047,-0.826,0.07,443.7,106.8,1087.8,0.051,1.07,-0.027,NA,3.6,NA,NA,NA,NA
110,0,3.637,0.82,1,-0.69551,0.052118,-0.716624,-0.774906,0.05365,-0.629795,-0.829,0.078,439.4,106.6,1076.2,0.087,1.089,-0.084,NA,3.6,NA,NA,NA,NA
111,0,3.67,0.85,1,-0.693574,0.077538,-0.716201,-0.771871,0.081782,-0.630498,-0.828,0.118,437,106.7,1070.1,0.16,1.097,-0.156,NA,3.7,NA,NA,NA,NA
112,0,3.704,0.85,1,-0.693712,0.09657,-0.71375,-0.77636,0.103315,-0.621764,-0.833,0.149,440.7,107.8,1078.4,0.238,1.102,-0.228,NA,3.7,NA,NA,NA,NA
113,0,3.737,0.85,1,-0.692247,0.095869,-0.715264,-0.772209,0.103279,-0.626919,-0.829,0.147,440.5,108.6,1078.9,0.234,1.096,-0.228,NA,3.7,NA,NA,NA,NA
114,0,3.77,0.85,1,-0.694345,0.086918,-0.714374,-0.773727,0.094317,-0.626459,-0.831,0.134,441.9,109.1,1083.9,0.207,1.1,-0.206,NA,3.8,NA,NA,NA,NA
115,0,3.804,0.85,1,-0.695637,0.080982,-0.713814,-0.772385,0.087122,-0.629151,-0.83,0.125,441.4,108.9,1080.9,0.189,1.096,-0.188,NA,3.8,NA,NA,NA,NA
116,0,3.837,0.85,1,-0.695104,0.073181,-0.715175,-0.771442,0.077722,-0.631535,-0.828,0.112,440.3,108.7,1078.8,0.157,1.092,-0.156,NA,3.8,NA,NA,NA,NA
117,0,3.871,0.85,1,-0.696338,0.068967,-0.714392,-0.772476,0.074132,-0.630703,-0.829,0.106,440.6,108.5,1078.4,0.152,1.093,-0.152,NA,3.9,NA,NA,NA,NA
118,0,3.904,0.85,1,-0.696081,0.069224,-0.714619,-0.772328,0.07492,-0.63079,-0.829,0.107,444.7,109.1,1087.7,0.163,1.087,-0.163,NA,3.9,NA,NA,NA,NA
119,0,3.937,0.98,1,-0.70126,0.065164,-0.709922,-0.779824,0.06961,-0.622117,-0.838,0.101,444.9,108.8,1088,0.155,1.091,-0.148,NA,3.9,NA,NA,NA,NA
120,0,3.971,0.98,1,-0.70795,0.056198,-0.704023,-0.785137,0.061046,-0.616306,-0.847,0.089,449,109.6,1100.2,0.123,1.097,-0.117,NA,4,NA,NA,NA,NA
121,0,4.004,0.98,1,-0.707385,0.062848,-0.704029,-0.784304,0.064471,-0.617017,-0.846,0.096,450.1,110,1103.3,0.15,1.096,-0.126,NA,4,NA,NA,NA,NA
122,0,4.037,0.92,1,-0.7001,0.088899,-0.708489,-0.778575,0.097125,-0.61999,-0.839,0.139,447.7,110.3,1091,0.238,1.103,-0.235,NA,4,NA,NA,NA,NA
123,0,4.071,0.98,1,-0.717662,0.077274,-0.692091,-0.797463,0.086827,-0.597088,-0.866,0.127,446.2,110.2,1089.9,0.22,1.133,-0.215,NA,4.1,NA,NA,NA,NA
124,0,4.104,0.85,1,-0.718942,0.07988,-0.690465,-0.799518,0.088412,-0.594099,-0.869,0.13,450.9,111.1,1102.7,0.236,1.127,-0.225,NA,4.1,NA,NA,NA,NA
125,0,4.137,0.85,1,-0.718837,0.082914,-0.690216,-0.797332,0.092542,-0.596405,-0.867,0.136,455.6,112.7,1113.8,0.241,1.125,-0.238,NA,4.1,NA,NA,NA,NA
126,0,4.171,0.85,1,-0.722991,0.092589,-0.684625,-0.800367,0.101394,-0.590873,-0.874,0.151,456.4,113.6,1115.9,0.267,1.132,-0.264,NA,4.2,NA,NA,NA,NA
127,0,4.204,0.82,1,-0.737054,0.1109,-0.666673,-0.812472,0.120419,-0.570428,-0.897,0.185,461.5,116.3,1128.5,0.327,1.165,-0.326,NA,4.2,NA,NA,NA,NA
128,0,4.238,0.82,1,-0.736103,0.105279,-0.668632,-0.810734,0.116555,-0.573695,-0.894,0.177,470.6,119.4,1150,0.306,1.159,-0.319,NA,4.2,NA,NA,NA,NA
129,0,4.271,0.98,1,-0.733736,0.104775,-0.671307,-0.808335,0.117814,-0.576813,-0.89,0.176,468.8,119.4,1144.8,0.299,1.159,-0.323,NA,4.3,NA,NA,NA,NA
130,0,4.304,0.85,1,-0.729766,0.107024,-0.675269,-0.806137,0.120847,-0.579258,-0.886,0.18,468.1,119.4,1142.4,0.315,1.16,-0.344,NA,4.3,NA,NA,NA,NA
131,0,4.338,0.85,1,-0.725608,0.101796,-0.680537,-0.801529,0.113274,-0.587129,-0.878,0.168,464.2,118.4,1132.1,0.278,1.153,-0.313,NA,4.3,NA,NA,NA,NA
132,0,4.371,0.85,1,-0.72362,0.098237,-0.683171,-0.802463,0.109023,-0.586658,-0.877,0.162,461.4,117.3,1124.9,0.268,1.153,-0.3,NA,4.4,NA,NA,NA,NA
133,0,4.404,0.85,1,-0.726153,0.097709,-0.680555,-0.804954,0.107144,-0.583583,-0.881,0.161,458.3,116.1,1117.4,0.264,1.16,-0.285,NA,4.4,NA,NA,NA,NA
134,0,4.438,0.85,1,-0.725913,0.089823,-0.681896,-0.79926,0.096228,-0.593232,-0.874,0.145,455.6,114.4,1113.3,0.208,1.153,-0.23,NA,4.4,NA,NA,NA,NA
135,0,4.471,0.92,1,-0.72814,0.080477,-0.680687,-0.797808,0.085454,-0.596824,-0.874,0.129,446.9,111.9,1093.9,0.146,1.16,-0.169,NA,4.5,NA,NA,NA,NA
136,0,4.505,0.92,1,-0.721437,0.095567,-0.685854,-0.793482,0.101853,-0.600011,-0.867,0.152,447.8,111.1,1094.9,0.199,1.153,-0.216,NA,4.5,NA,NA,NA,NA
137,0,4.538,0.92,1,-0.722762,0.108717,-0.682492,-0.794863,0.116241,-0.59555,-0.871,0.174,451.6,110.7,1103,0.274,1.147,-0.276,NA,4.5,NA,NA,NA,NA
138,0,4.571,0.85,1,-0.720687,0.096383,-0.686528,-0.794497,0.103733,-0.598343,-0.867,0.155,451.5,110.3,1104.5,0.207,1.145,-0.218,NA,4.6,NA,NA,NA,NA
139,0,4.605,0.92,1,-0.722211,0.072095,-0.687905,-0.793937,0.07888,-0.602861,-0.866,0.116,450.8,110.5,1104.3,0.1,1.143,-0.124,NA,4.6,NA,NA,NA,NA
140,0,4.638,0.85,1,-0.732958,0.073916,-0.676246,-0.801136,0.082718,-0.592739,-0.88,0.123,449.5,111.4,1100.1,0.118,1.168,-0.141,NA,4.6,NA,NA,NA,NA
141,0,4.671,0.82,1,-0.731234,0.07369,-0.678135,-0.800193,0.084013,-0.593828,-0.878,0.123,454.6,115,1107.8,0.137,1.17,-0.181,NA,4.7,NA,NA,NA,NA
142,0,4.705,0.82,1,-0.727147,0.082673,-0.681486,-0.800045,0.094924,-0.592383,-0.876,0.139,469.5,121.5,1139.2,0.222,1.149,-0.257,NA,4.7,NA,NA,NA,NA
143,0,4.738,0.82,1,-0.728569,0.105741,-0.676761,-0.799286,0.11518,-0.58981,-0.879,0.173,482.9,128.3,1167.9,0.287,1.143,-0.3,NA,4.7,NA,NA,NA,NA
144,0,4.771,0.82,1,-0.718409,0.133713,-0.682649,-0.793394,0.14572,-0.591009,-0.871,0.216,497.7,134.6,1196.9,0.387,1.121,-0.402,NA,4.8,NA,NA,NA,NA
145,0,4.805,0.82,1,-0.714103,0.136663,-0.686571,-0.789142,0.150145,-0.595576,-0.865,0.22,507.6,138.9,1217.1,0.404,1.112,-0.415,NA,4.8,NA,NA,NA,NA
146,0,4.838,0.82,1,-0.70859,0.133891,-0.692801,-0.785527,0.146777,-0.601168,-0.857,0.214,515.8,142.5,1235.5,0.393,1.101,-0.404,NA,4.8,NA,NA,NA,NA
147,0,4.872,0.82,1,-0.69865,0.119696,-0.70538,-0.77383,0.130065,-0.619895,-0.838,0.186,519.4,144.8,1246.1,0.334,1.072,-0.345,NA,4.9,NA,NA,NA,NA
148,0,4.905,0.85,1,-0.69406,0.124589,-0.709055,-0.770107,0.133494,-0.623791,-0.832,0.191,523.8,147.2,1255.6,0.342,1.061,-0.347,NA,4.9,NA,NA,NA,NA
149,0,4.938,0.85,1,-0.686101,0.133603,-0.715133,-0.76414,0.142295,-0.62916,-0.823,0.202,528.3,149.6,1263.7,0.358,1.043,-0.36,NA,4.9,NA,NA,NA,NA
150,0,4.972,0.85,1,-0.683297,0.133651,-0.717804,-0.762781,0.143963,-0.630428,-0.82,0.203,528.1,150.8,1263.5,0.356,1.04,-0.368,NA,5,NA,NA,NA,NA
